key_mlbam,name_first,name_last,full_name
605152,jed,bradley,jed bradley
110625,manuel,barrios,manuel barrios
118336,frank,martin,frank martin
111603,byron,browne,byron browne
800935,john,jackson,john jackson
113051,rolla,daringer,rolla daringer
111880,fred,caligiuri,fred caligiuri
115817,liván,hernández,liván hernández
818638,w. h.,kelly,w. h. kelly
117263,steve,korcheck,steve korcheck
122501,pop,snyder,pop snyder
122925,tony,suck,tony suck
117218,mark,knudson,mark knudson
594987,casey,sadler,casey sadler
115724,hank,helf,hank helf
219594,tomo,ohka,tomo ohka
121937,jack,scott,jack scott
117827,larry,littleton,larry littleton
553832,tracy,ringolsby,tracy ringolsby
680911,owen,miller,owen miller
117740,mark,lewis,mark lewis
407900,miguel,asencio,miguel asencio
669242,tommy,edman,tommy edman
123254,kite,thomas,kite thomas
430655,jorge,vásquez,jorge vásquez
111361,neal,brady,neal brady
121259,john,roach,john roach
817576,bill,reynolds,bill reynolds
703231,james,meeker,james meeker
660636,diego,castillo,diego castillo
819385,george,giles,george giles
116963,billy,kelly,billy kelly
111391,mike,brannock,mike brannock
110907,al,bergman,al bergman
115869,george,hesselbacher,george hesselbacher
119255,ed,montague,ed montague
123267,bill,thomas,bill thomas
110478,jesse,baker,jesse baker
112952,john,curran,john curran
123168,pussy,tebeau,pussy tebeau
114307,tom,ford,tom ford
122469,bill,smith,bill smith
123087,lee,tannehill,lee tannehill
112443,george,coffman,george coffman
112040,don,carrithers,don carrithers
121605,alex,sabo,alex sabo
431088,bob,webb,bob webb
124589,jimmy,woulfe,jimmy woulfe
115153,tommy,griffith,tommy griffith
118729,slim,mcgrew,slim mcgrew
113525,jeff,doyle,jeff doyle
118394,leech,maskrey,leech maskrey
817402,frank,russell,frank russell
818695,a.,jones,a. jones
122302,john,skopec,john skopec
816448,leovigildo,xiqués,leovigildo xiqués
818458,coley,logan,coley logan
137203,dan,smith,dan smith
570666,luis,cessa,luis cessa
111852,craig,cacek,craig cacek
113320,charlie,dewald,charlie dewald
123963,herb,washington,herb washington
123602,julio,valdez,julio valdez
118928,dutch,mele,dutch mele
430963,tony,peña,tony peña
123847,jim,walkup,jim walkup
124296,davey,williams,davey williams
116533,jackie,jensen,jackie jensen
642239,rob,zastryzny,rob zastryzny
117084,lynn,king,lynn king
124568,kerry,woodson,kerry woodson
113526,jess,doyle,jess doyle
122044,greg,shanahan,greg shanahan
122671,joe,stanley,joe stanley
457826,tom,mastny,tom mastny
676914,davis,schneider,davis schneider
819103,leroy,haynes,leroy haynes
120783,earl,pruess,earl pruess
282562,adam,pettyjohn,adam pettyjohn
434670,hanley,ramírez,hanley ramírez
121701,edward,santry,edward santry
121198,joe,riggert,joe riggert
819113,johnny,hayes,johnny hayes
110472,floyd,baker,floyd baker
819859,g.,davis,g. davis
819510,frank,forbes,frank forbes
117951,fletcher,low,fletcher low
121564,reb,russell,reb russell
642094,tyler,smith,tyler smith
116497,roy,jarvis,roy jarvis
819697,bill,duffy,bill duffy
816518,elmer,wilson,elmer wilson
111982,leo,cárdenas,leo cárdenas
119805,al,nipper,al nipper
118137,bill,magee,bill magee
115849,herb,herring,herb herring
114941,lee,gooch,lee gooch
448609,tony,sipp,tony sipp
346858,eric,valent,eric valent
111399,kitty,brashear,kitty brashear
112566,jocko,conlon,jocko conlon
117893,jeoff,long,jeoff long
119053,mike,miley,mike miley
118173,duster,mails,duster mails
421684,chris,snelling,chris snelling
150034,doug,creek,doug creek
116617,randy,johnson,randy johnson
119193,john,mitchell,john mitchell
434705,jason,repko,jason repko
227495,trent,durrington,trent durrington
124538,joe,wood,joe wood
446290,daniel,moskos,daniel moskos
120848,tom,quinn,tom quinn
119205,ralph,mitterling,ralph mitterling
122134,ed,sherling,ed sherling
501869,graham,taylor,graham taylor
285064,ryan,vogelsong,ryan vogelsong
117006,kurt,kepshire,kurt kepshire
460621,nate,spears,nate spears
702332,caleb,durbin,caleb durbin
666674,edwar,colina,edwar colina
132620,donnie,sadler,donnie sadler
119257,rafael,montalvo,rafael montalvo
124645,george,yankowski,george yankowski
506627,ray,brown,ray brown
121848,pete,schneider,pete schneider
596816,roberto,gómez,roberto gómez
122363,pop,smith,pop smith
124100,johnny,werts,johnny werts
117162,joe,klinger,joe klinger
112438,jim,cockman,jim cockman
116091,ed,holly,ed holly
118140,sal,maglie,sal maglie
110525,chris,bando,chris bando
120515,red,phillips,red phillips
122443,pete,smith,pete smith
820711,bubbles,anderson,bubbles anderson
123056,ad,swigler,ad swigler
492661,jack,mccallister,jack mccallister
502593,jake,petricka,jake petricka
118683,ambrose,mcgann,ambrose mcgann
664180,matt,hall,matt hall
818726,slim,johnson,slim johnson
114369,paul,foytack,paul foytack
112157,orlando,cepeda,orlando cepeda
112365,william,clarke,william clarke
621242,edwin,díaz,edwin díaz
400268,j. c.,boscán,j. c. boscán
120053,frank,o'rourke,frank o'rourke
670032,nicky,lopez,nicky lopez
122587,vern,spencer,vern spencer
820032,gilbert,coleman,gilbert coleman
110274,wally,andrews,wally andrews
114017,steve,farr,steve farr
119411,mike,morrison,mike morrison
115124,ed,gremminger,ed gremminger
120958,floyd,rayford,floyd rayford
622270,alex,mejia,alex mejia
113674,john,dwyer,john dwyer
118750,vance,mcilree,vance mcilree
115912,bob,higgins,bob higgins
117534,bill,lattimore,bill lattimore
820005,rafael,concepción,rafael concepción
113220,jim,delahanty,jim delahanty
644428,troy,scribner,troy scribner
115312,ed,haigh,ed haigh
120361,eddie,pellagrini,eddie pellagrini
819240,speedball,hackett,speedball hackett
664040,brandon,lowe,brandon lowe
121935,john,scott,john scott
121080,xavier,rescigno,xavier rescigno
124590,al,wright,al wright
121840,crazy,schmit,crazy schmit
518883,dean,kiekhefer,dean kiekhefer
124005,jim,weaver,jim weaver
122003,steve,senteney,steve senteney
114004,harry,fanwell,harry fanwell
596001,jakob,junis,jakob junis
593576,héctor,neris,héctor neris
110726,alex,beam,alex beam
467092,wilson,ramos,wilson ramos
457456,jo-jo,reyes,jo-jo reyes
657248,glenn,otto,glenn otto
115333,ed,halicki,ed halicki
457574,jordan,pacheco,jordan pacheco
819687,joe,duncan,joe duncan
543744,josh,satin,josh satin
124755,todd,zeile,todd zeile
121820,victor,schlitzer,victor schlitzer
502522,justin,miller,justin miller
445926,jesse,chavez,jesse chavez
116199,chris,howard,chris howard
112126,roy,castleton,roy castleton
112339,bobby,clark,bobby clark
113285,paul,derringer,paul derringer
451109,brett,hayes,brett hayes
407870,josh,pearce,josh pearce
696100,hunter,goodman,hunter goodman
117668,mark,lemke,mark lemke
115545,rit,harrison,rit harrison
118985,matt,merullo,matt merullo
117029,fred,ketchum,fred ketchum
117368,ryan,kurosaki,ryan kurosaki
817020,bob,taylor,bob taylor
121522,dick,rozek,dick rozek
112703,frank,corridon,frank corridon
119800,tom,niland,tom niland
115663,egyptian,healy,egyptian healy
112027,charlie,carr,charlie carr
818445,red,longley,red longley
120992,hugh,reid,hugh reid
608337,lucas,giolito,lucas giolito
122069,shag,shaughnessy,shag shaughnessy
658668,edward,olivares,edward olivares
111408,frank,brazill,frank brazill
111470,frank,brill,frank brill
113420,ed,doheny,ed doheny
446973,rudy,hernandez,rudy hernandez
110875,shayne,bennett,shayne bennett
114717,george,gerken,george gerken
112994,john,dailey,john dailey
641796,tim,locastro,tim locastro
406723,andy,barkett,andy barkett
819325,sam,gordon,sam gordon
519455,jordan,zimmermann,jordan zimmermann
121675,roy,sanders,roy sanders
676886,jeremy,beasley,jeremy beasley
111967,tom,cantwell,tom cantwell
119141,jack,mills,jack mills
117415,eddie,lake,eddie lake
613317,kyle,bird,kyle bird
819135,garrell,hartman,garrell hartman
124205,guerdon,whiteley,guerdon whiteley
118182,frank,makosky,frank makosky
490997,jon,byrne,jon byrne
136270,travis,baptist,travis baptist
820341,elmer,brown,elmer brown
118106,keith,macwhorter,keith macwhorter
506648,yoslán,herrera,yoslán herrera
117017,john,kerr,john kerr
112321,ed,clark,ed clark
115683,neal,heaton,neal heaton
455090,jack,egbert,jack egbert
121028,billy,reid,billy reid
119732,phil,nevin,phil nevin
124177,jack,white,jack white
820802,thurman,jennings,thurman jennings
112475,jerry,coleman,jerry coleman
117537,tim,laudner,tim laudner
817990,henry,nears,henry nears
122710,james,steels,james steels
519096,dan,otero,dan otero
118282,joe,margoneri,joe margoneri
665871,javier,assad,javier assad
112224,dave,cheadle,dave cheadle
407053,adam,johnson,adam johnson
608700,kevin,plawecki,kevin plawecki
122370,dave,smith,dave smith
110634,john,barry,john barry
116898,jimmie,keenan,jimmie keenan
116058,aaron,holbert,aaron holbert
431092,bill,zavestoski,bill zavestoski
117356,joe,kuhel,joe kuhel
819686,frank,duncan,frank duncan
117215,cliff,knox,cliff knox
113038,jack,daniels,jack daniels
451546,julio,de paula,julio de paula
694192,jackson,chourio,jackson chourio
116196,joe,hovlik,joe hovlik
122330,joe,slusarski,joe slusarski
111262,ricky,bottalico,ricky bottalico
672569,gustavo,campero,gustavo campero
119051,jim,miles,jim miles
501255,rafael,ynoa,rafael ynoa
819779,samuel,dewitt,samuel dewitt
534229,don,long,don long
110468,del,baker,del baker
112260,mike,chris,mike chris
628333,odrisamer,despaigne,odrisamer despaigne
817434,dick,ross,dick ross
112096,harry,cassady,harry cassady
120887,frank,ragland,frank ragland
119197,dale,mitchell,dale mitchell
119534,masanori,murakami,masanori murakami
124587,chuck,wortman,chuck wortman
118676,howie,mcfarland,howie mcfarland
121224,allen,ripley,allen ripley
116258,rex,hudler,rex hudler
448276,brett,carroll,brett carroll
117727,dennis,lewallyn,dennis lewallyn
114115,bien,figueroa,bien figueroa
120230,clay,parker,clay parker
430944,bucky,jacobsen,bucky jacobsen
115485,bob,harmon,bob harmon
650888,kara,blackstone,kara blackstone
112900,henry,cruz,henry cruz
537953,daniel,nava,daniel nava
123086,jesse,tannehill,jesse tannehill
115114,rusty,greer,rusty greer
114844,doug,glanville,doug glanville
119136,john,milligan,john milligan
572119,patrick,schuster,patrick schuster
117057,ed,killian,ed killian
276913,derrick,turnbow,derrick turnbow
572910,alex,hassan,alex hassan
112227,harry,cheek,harry cheek
118791,barney,mclaughlin,barney mclaughlin
624427,stephen,gonsalves,stephen gonsalves
112497,orlin,collier,orlin collier
112014,chet,carmichael,chet carmichael
115132,ben,grieve,ben grieve
680694,kyle,bradish,kyle bradish
818244,fred,mcdaniel,fred mcdaniel
114954,art,goodwin,art goodwin
123862,jeff,wallace,jeff wallace
113315,jim,devlin,jim devlin
427537,hunter,wendelstedt,hunter wendelstedt
120409,george,perez,george perez
111538,clint,brown,clint brown
124457,george,winn,george winn
119655,jerry,narron,jerry narron
115127,reddy,grey,reddy grey
123883,joe,walsh,joe walsh
820606,fred,bankhead,fred bankhead
112244,pearce,chiles,pearce chiles
665828,oswaldo,cabrera,oswaldo cabrera
116310,mike,humphreys,mike humphreys
110088,juan,agosto,juan agosto
119975,troy,o'leary,troy o'leary
124713,russ,young,russ young
816459,zollie,wright,zollie wright
122532,andy,sommers,andy sommers
122790,phil,stidham,phil stidham
425146,nate,robertson,nate robertson
518577,collin,cowgill,collin cowgill
447980,tony,diaz,tony diaz
817918,clarence,orme,clarence orme
541663,greg,royce,greg royce
118033,danny,lynch,danny lynch
124593,gene,wright,gene wright
111201,barry,bonnell,barry bonnell
111181,cecil,bolton,cecil bolton
117295,jack,kraus,jack kraus
660294,yoshi,tsutsugo,yoshi tsutsugo
121847,jeff,schneider,jeff schneider
117914,al,lopez,al lopez
113009,pete,daley,pete daley
150277,doug,davis,doug davis
115458,jumbo,harting,jumbo harting
115855,john,herrnstein,john herrnstein
110066,spencer,adams,spencer adams
121865,paul,schreiber,paul schreiber
123891,bernie,walter,bernie walter
110850,charles,bender,charles bender
114489,bill,fulton,bill fulton
643585,justin,viele,justin viele
670183,garrett,acton,garrett acton
275933,scott,downs,scott downs
816950,harold,thompson,harold thompson
502055,jay,buente,jay buente
452075,connor,robertson,connor robertson
122561,bill,spanswick,bill spanswick
118732,mark,mcgrillis,mark mcgrillis
112303,bobby,clack,bobby clack
115052,mickey,grasso,mickey grasso
112818,pete,cregan,pete cregan
111295,jim,bowie,jim bowie
488681,brandon,barnes,brandon barnes
118759,otto,mcivor,otto mcivor
111271,medric,boucher,medric boucher
115646,von,hayes,von hayes
123869,red,waller,red waller
114878,jot,goar,jot goar
117450,rafael,landestoy,rafael landestoy
430898,jason,alfaro,jason alfaro
120406,danny,perez,danny perez
124010,roger,weaver,roger weaver
113784,joey,eischen,joey eischen
116410,walt,irwin,walt irwin
123361,jack,tising,jack tising
119499,joe,mulligan,joe mulligan
677951,bobby,witt,bobby witt
819692,vet,dunbar,vet dunbar
492705,joe,vavra,joe vavra
476704,jed,lowrie,jed lowrie
115069,milt,gray,milt gray
113092,jerry,davie,jerry davie
117470,don,lang,don lang
112736,craig,counsell,craig counsell
623520,david,bote,david bote
113536,d. j.,dozier,d. j. dozier
502011,preston,claiborne,preston claiborne
119577,tony,murray,tony murray
679563,josé,rodriguez,josé rodriguez
124292,charlie,williams,charlie williams
115861,orel,hershiser,orel hershiser
116244,walt,hriniak,walt hriniak
118849,gordon,mcnaughton,gordon mcnaughton
118965,mark,mercer,mark mercer
605513,spencer,turnbull,spencer turnbull
435359,jon,debus,jon debus
122628,mike,squires,mike squires
122716,dave,stegman,dave stegman
112029,lew,carr,lew carr
120349,al,pedrique,al pedrique
122124,ray,shepardson,ray shepardson
572810,ryan,dennick,ryan dennick
118108,frank,madden,frank madden
110648,bob,barton,bob barton
121191,dorsey,riddlemoser,dorsey riddlemoser
276376,nick,johnson,nick johnson
113372,packy,dillon,packy dillon
458668,jordan,danks,jordan danks
521889,stu,scheurwater,stu scheurwater
116965,bill,kelso,bill kelso
122615,george,spriggs,george spriggs
118385,joe,marty,joe marty
608385,jesse,winker,jesse winker
124742,dom,zanni,dom zanni
448590,kevin,melillo,kevin melillo
116871,greg,keagle,greg keagle
571431,matt,adams,matt adams
408212,gabe,gross,gabe gross
456034,david,price,david price
124747,norm,zauchin,norm zauchin
816716,jasper,washington,jasper washington
117918,héctor,lópez,héctor lópez
113145,wiley,davis,wiley davis
115263,ricky,gutiérrez,ricky gutiérrez
457870,ryan,ellis,ryan ellis
113097,bill,davis,bill davis
218595,chris,woodward,chris woodward
115726,ty,helfrich,ty helfrich
119551,dwayne,murphy,dwayne murphy
667725,kyle,tyler,kyle tyler
501169,bob,maver,bob maver
115542,bob,harrison,bob harrison
655676,kyle,traynor,kyle traynor
621550,patrick,wisdom,patrick wisdom
543340,kyle,hudson,kyle hudson
113225,art,delaney,art delaney
502205,grant,green,grant green
112682,marty,cordova,marty cordova
820101,red,charleston,red charleston
118281,leo,marentette,leo marentette
121364,rosario,rodríguez,rosario rodríguez
116050,bill,hogg,bill hogg
668952,ryan,kreidler,ryan kreidler
670087,brandyn,sittinger,brandyn sittinger
122444,pete,smith,pete smith
112690,rheal,cormier,rheal cormier
120387,will,pennyfeather,will pennyfeather
111595,tom,brown,tom brown
111167,ed,boland,ed boland
666622,brailyn,márquez,brailyn márquez
121754,al,schacht,al schacht
502139,josh,stinson,josh stinson
113642,mike,dunne,mike dunne
112296,frank,cipriani,frank cipriani
111774,john,burrows,john burrows
112830,dave,criscione,dave criscione
434623,juan,morillo,juan morillo
117511,john,larose,john larose
676979,garrett,crochet,garrett crochet
113641,todd,dunn,todd dunn
501687,luis,marte,luis marte
607333,beau,taylor,beau taylor
425513,craig,brazell,craig brazell
595441,matt,tracy,matt tracy
115379,dave,hamilton,dave hamilton
452215,luke,montz,luke montz
457566,greg,burke,greg burke
114466,woodie,fryman,woodie fryman
592329,jason,garcía,jason garcía
120632,jeff,plympton,jeff plympton
592169,austin,brice,austin brice
627500,jen-ho,tseng,jen-ho tseng
111605,george,browne,george browne
425428,jorge,de paula,jorge de paula
118371,dennis,martínez,dennis martínez
571602,matt,davidson,matt davidson
817435,howard,ross,howard ross
111922,bruce,campbell,bruce campbell
119131,bill,miller,bill miller
119929,ken,o'dea,ken o'dea
818005,larry,napoleon,larry napoleon
119639,judge,nagle,judge nagle
543507,trevor,may,trevor may
669093,jeremiah,estrada,jeremiah estrada
120060,mike,o'rourke,mike o'rourke
114396,scott,fredrickson,scott fredrickson
575629,shane,livensparger,shane livensparger
816656,clifford,white,clifford white
451713,carlos,peguero,carlos peguero
120809,oscar,purner,oscar purner
514639,josé,ortega,josé ortega
501981,khris,davis,khris davis
123980,pat,watkins,pat watkins
115009,mike,grace,mike grace
123391,chuck,tompkins,chuck tompkins
118271,cliff,mapes,cliff mapes
122119,skeeter,shelton,skeeter shelton
123504,george,turbeville,george turbeville
818243,jim,mccurine,jim mccurine
817665,wilbert,pritchett,wilbert pritchett
818572,jim,lamarque,jim lamarque
118254,tom,mansell,tom mansell
115119,frank,gregory,frank gregory
121256,johnny,rizzo,johnny rizzo
461791,carlos,marmól,carlos marmól
118162,rick,mahler,rick mahler
424725,carl,sadler,carl sadler
595918,a. j.,cole,a. j. cole
571918,deven,marrero,deven marrero
663362,matt,waldron,matt waldron
111614,lou,bruce,lou bruce
133222,eddie,priest,eddie priest
118668,guy,mcfadden,guy mcfadden
594824,greg,garcia,greg garcia
117936,patrick,o'loughlin,patrick o'loughlin
123884,joe,walsh,joe walsh
110685,kevin,batiste,kevin batiste
820382,john,britton,john britton
817266,george,sias,george sias
119431,ross,moschitto,ross moschitto
455007,ben,fritz,ben fritz
113550,jake,drauby,jake drauby
118365,edgar,martínez,edgar martínez
820233,luis,cabrera,luis cabrera
121117,armando,reynoso,armando reynoso
121457,rosie,rosebraugh,rosie rosebraugh
692225,kristian,campbell,kristian campbell
593958,eduardo,rodríguez,eduardo rodríguez
123221,ron,theobald,ron theobald
276537,chris,richard,chris richard
123105,stu,tate,stu tate
457821,wes,bankston,wes bankston
124559,clarence,woods,clarence woods
122993,pete,susko,pete susko
114952,billy,goodman,billy goodman
621051,steven,wilson,steven wilson
115988,don,hoak,don hoak
818128,jim,missouri,jim missouri
111738,hercules,burnett,hercules burnett
112615,ed,conwell,ed conwell
114144,dan,firova,dan firova
111607,pidge,browne,pidge browne
817799,josé,pereira,josé pereira
121489,braggo,roth,braggo roth
110442,fred,bailey,fred bailey
818007,bill,myers,bill myers
425817,jesse,foppert,jesse foppert
657117,austen,williams,austen williams
114944,wilbur,good,wilbur good
430631,reggie,abercrombie,reggie abercrombie
118110,mike,madden,mike madden
430838,willy,taveras,willy taveras
592351,jon,gray,jon gray
121806,dutch,schesler,dutch schesler
819891,porter,dallas,porter dallas
622210,ian,parmley,ian parmley
116747,brian,jordan,brian jordan
623507,josh,lester,josh lester
120573,sandy,piez,sandy piez
123352,ron,tingley,ron tingley
115796,chuck,hensley,chuck hensley
119061,charlie,miller,charlie miller
592135,cam,bedrosian,cam bedrosian
451532,chad,billingsley,chad billingsley
492653,george,huff,george huff
122585,ben,spencer,ben spencer
119062,chuck,miller,chuck miller
118599,mike,mccormick,mike mccormick
122783,sammy,stewart,sammy stewart
816429,maurice,young,maurice young
114301,gene,ford,gene ford
124687,charlie,young,charlie young
122714,morrie,steevens,morrie steevens
502161,scott,cousins,scott cousins
817601,ulysses,redd,ulysses redd
817377,raúl,sánchez,raúl sánchez
150067,chris,truby,chris truby
111142,george,boehler,george boehler
819025,robert,higbee,robert higbee
118054,terry,lyons,terry lyons
117420,tim,laker,tim laker
817326,joe,scott,joe scott
668939,adley,rutschman,adley rutschman
111942,cardell,camper,cardell camper
519023,devin,mesoraco,devin mesoraco
572204,trayce,thompson,trayce thompson
111199,bobby,bonilla,bobby bonilla
118227,carl,manda,carl manda
113267,brian,denman,brian denman
119973,charley,o'leary,charley o'leary
120311,gil,paulsen,gil paulsen
594940,daniel,muno,daniel muno
818818,honey,jenkins,honey jenkins
820366,sidney,brooks,sidney brooks
121955,rudy,seánez,rudy seánez
115533,ned,harris,ned harris
816770,edsall,walker,edsall walker
820154,bill,carter,bill carter
112207,harry,chappas,harry chappas
115478,spec,harkness,spec harkness
400067,carlos,silva,carlos silva
123275,bobby,thompson,bobby thompson
605280,clay,holmes,clay holmes
113746,paul,edmondson,paul edmondson
123386,george,tomer,george tomer
820591,fred,barnes,fred barnes
118468,carlos,may,carlos may
124258,spider,wilhelm,spider wilhelm
121482,joe,rosselli,joe rosselli
118201,jule,mallonee,jule mallonee
407885,mark,ellis,mark ellis
124754,rollie,zeider,rollie zeider
527049,césar,puello,césar puello
819144,wilmer,harris,wilmer harris
123373,jackson,todd,jackson todd
820563,rufus,battle,rufus battle
123547,frenchy,uhalt,frenchy uhalt
113710,paul,easterling,paul easterling
118889,johnny,meador,johnny meador
700932,kyle,manzardo,kyle manzardo
819305,bob,graves,bob graves
427108,dana,demuth,dana demuth
115145,pat,griffin,pat griffin
118193,tony,malinosky,tony malinosky
111565,keith,brown,keith brown
116791,george,jumonville,george jumonville
120392,henry,peploski,henry peploski
682010,lane,ramsey,lane ramsey
110375,rich,aude,rich aude
819009,pete,hill,pete hill
123136,fred,taylor,fred taylor
592450,aaron,judge,aaron judge
117011,orie,kerlin,orie kerlin
114911,leo,gómez,leo gómez
114788,brian,giles,brian giles
123532,george,twombly,george twombly
819016,lee,hill,lee hill
122994,butch,sutcliffe,butch sutcliffe
117412,jeff,lahti,jeff lahti
123145,jack,taylor,jack taylor
493547,mickey,storey,mickey storey
816669,edgar,wesley,edgar wesley
137204,jack,snyder,jack snyder
400090,alex,cintrón,alex cintrón
117852,ron,locke,ron locke
115461,alex,hardy,alex hardy
607755,andrew,vasquez,andrew vasquez
122784,shannon,stewart,shannon stewart
116333,herb,hunter,herb hunter
124166,ed,white,ed white
119825,dickie,noles,dickie noles
134002,ramón,martínez,ramón martínez
121700,nelson,santovenia,nelson santovenia
110343,harry,arundel,harry arundel
122127,john,sheppard,john sheppard
119968,dave,oldfield,dave oldfield
117875,mickey,lolich,mickey lolich
119276,eric,moody,eric moody
117776,vive,lindaman,vive lindaman
456501,johnny,cueto,johnny cueto
111078,homer,blankenship,homer blankenship
150150,jason,boyd,jason boyd
424825,coco,crisp,coco crisp
121853,dick,schofield,dick schofield
124685,anthony,young,anthony young
111232,pat,borders,pat borders
476011,matt,maloney,matt maloney
114074,sid,fernandez,sid fernandez
820584,vet,barnes,vet barnes
111122,jim,bluejacket,jim bluejacket
276529,kevin,joseph,kevin joseph
489265,sergio,romo,sergio romo
111483,tilson,brito,tilson brito
501317,francisco,peguero,francisco peguero
111986,rod,carew,rod carew
114084,bill,ferrazzi,bill ferrazzi
816851,faustino,valdés,faustino valdés
425663,derek,thompson,derek thompson
116891,willie,keeler,willie keeler
122329,heathcliff,slocumb,heathcliff slocumb
111899,jack,calvo,jack calvo
112111,carlos,castillo,carlos castillo
594151,ramon,de jesus,ramon de jesus
110552,turner,barber,turner barber
113423,cozy,dolan,cozy dolan
123615,bob,valentine,bob valentine
123568,tim,unroe,tim unroe
607732,jacob,stallings,jacob stallings
680814,peyton,burdick,peyton burdick
475115,tyson,ross,tyson ross
123043,bill,sweeney,bill sweeney
112523,jackie,collum,jackie collum
117038,joe,kiefer,joe kiefer
123028,bud,swartz,bud swartz
656271,brock,burke,brock burke
641386,ben,bowden,ben bowden
663457,lars,nootbaar,lars nootbaar
572831,josh,edgin,josh edgin
121829,dave,schmidt,dave schmidt
680723,drew,rom,drew rom
518934,dj,lemahieu,dj lemahieu
117200,punch,knoll,punch knoll
120681,jay,porter,jay porter
122610,homer,spragins,homer spragins
818756,jack,johnson,jack johnson
622682,víctor,reyes,víctor reyes
124500,steve,wojciechowski,steve wojciechowski
547748,rick,adair,rick adair
452737,chris,schwinden,chris schwinden
276514,kevin,gregg,kevin gregg
123962,claudell,washington,claudell washington
458657,adalberto,méndez,adalberto méndez
489149,logan,morrison,logan morrison
113062,doug,dascenzo,doug dascenzo
120013,oran,o'neal,oran o'neal
656388,joe,dunand,joe dunand
123345,rusty,tillman,rusty tillman
695445,chase,lee,chase lee
119565,mike,murphy,mike murphy
116554,tommy,johns,tommy johns
118115,clarence,maddern,clarence maddern
118104,harry,macpherson,harry macpherson
111050,tim,blackwell,tim blackwell
117405,ed,lafitte,ed lafitte
118917,walt,meinert,walt meinert
112926,nick,cullop,nick cullop
817134,charlie,spearman,charlie spearman
110174,milo,allison,milo allison
114436,bob,friedrichs,bob friedrichs
124060,tub,welch,tub welch
121004,icicle,reeder,icicle reeder
275928,luis,matos,luis matos
113244,ramón,de los santos,ramón de los santos
120147,andy,oyler,andy oyler
467798,josé,tábata,josé tábata
642545,jaime,barría,jaime barría
113982,rags,faircloth,rags faircloth
124533,jake,wood,jake wood
118255,lou,manske,lou manske
118095,gordon,mackenzie,gordon mackenzie
118347,morrie,martin,morrie martin
122142,fred,sherry,fred sherry
818740,mex,johnson,mex johnson
819553,tom,fiall,tom fiall
121104,charlie,reynolds,charlie reynolds
819826,connie,day,connie day
430640,tony,peña,tony peña
113389,glenn,dishman,glenn dishman
114956,clyde,goodwin,clyde goodwin
123797,charlie,waitt,charlie waitt
118674,ed,mcfarland,ed mcfarland
656577,alex,jackson,alex jackson
818460,james,lockman,james lockman
110485,phil,baker,phil baker
117646,john,leighton,john leighton
118724,tug,mcgraw,tug mcgraw
119478,ray,mueller,ray mueller
488846,brian,duensing,brian duensing
123655,dick,van zant,dick van zant
122287,ted,sizemore,ted sizemore
121669,john,sanders,john sanders
123691,guillermo,velasquez,guillermo velasquez
122960,mike,sullivan,mike sullivan
124571,woody,woodward,woody woodward
452121,brent,lillibridge,brent lillibridge
117123,joe,kirrene,joe kirrene
120093,dan,osinski,dan osinski
124395,george,wilson,george wilson
115034,bill,grahame,bill grahame
446334,evan,longoria,evan longoria
666619,gregory,santos,gregory santos
111022,bill,bishop,bill bishop
150441,kevin,nicholson,kevin nicholson
523648,mark,hamburger,mark hamburger
150206,scott,mullen,scott mullen
117716,david,lenz,david lenz
120701,dykes,potter,dykes potter
116696,jake,jones,jake jones
115444,don,hanski,don hanski
119527,pedro,muñoz,pedro muñoz
132640,kennie,steenstra,kennie steenstra
112938,steve,cummings,steve cummings
112261,neil,chrisley,neil chrisley
112843,harry,croft,harry croft
650496,j. c.,mejía,j. c. mejía
117567,bill,laxton,bill laxton
114989,rich,gossage,rich gossage
118242,ernie,manning,ernie manning
425346,carlos,rivera,carlos rivera
694671,wyatt,langford,wyatt langford
121113,ronn,reynolds,ronn reynolds
407576,mike,rivera,mike rivera
117301,danny,kravitz,danny kravitz
123844,welday,walker,welday walker
110788,matt,beech,matt beech
593871,jorge,polanco,jorge polanco
119400,john,morris,john morris
680735,austin,cox,austin cox
116089,jim,holloway,jim holloway
817698,salvador,poree,salvador poree
518960,jonathan,lucroy,jonathan lucroy
116758,ricardo,jordan,ricardo jordan
817023,alfred,taylor,alfred taylor
596043,daniel,mengden,daniel mengden
518875,shawn,kelley,shawn kelley
819381,lefty,gilmore,lefty gilmore
117264,art,kores,art kores
573016,kyle,martin,kyle martin
277184,matt,wise,matt wise
216897,kyle,snyder,kyle snyder
111228,pedro,borbón,pedro borbón
116538,virgil,jester,virgil jester
672386,alejandro,kirk,alejandro kirk
115654,ray,hayworth,ray hayworth
452063,p. j.,pilittere,p. j. pilittere
117872,bill,lohrman,bill lohrman
119026,cass,michaels,cass michaels
116042,malachi,hogan,malachi hogan
658305,edgar,garcía,edgar garcía
111314,gary,boyd,gary boyd
122100,jimmy,sheckard,jimmy sheckard
608701,rob,refsnyder,rob refsnyder
113906,cecil,espy,cecil espy
427256,rodney,johnson,rodney johnson
123393,tommy,toms,tommy toms
110014,ody,abbott,ody abbott
685410,peyton,battenfield,peyton battenfield
115289,harvey,haddix,harvey haddix
600887,miguel,del pozo,miguel del pozo
820466,george,board,george board
120040,tom,oran,tom oran
701305,zach,dezenzo,zach dezenzo
572008,chris,owings,chris owings
